site,site_num,plot,tag_num,column,row,year,region,family,BD_mm,DBH_mm,HT_cm,alive,dead_year,notes,fam_lat,fam_long,fam_elev_m
BUCKHORN2,2,10,5282,11,10,2012,WACASL,1131,40,6.1,160,y,NA,",",46.61,-121.67,325
BUCKHORN2,2,10,5282,11,10,2013,WACASL,1131,53.7,19.9,248,y,NA,",",46.61,-121.67,325
BUCKHORN2,2,10,5282,11,10,2014,WACASL,1131,NA,33,338,y,NA,",",46.61,-121.67,325
BUCKHORN2,2,10,5282,11,10,2015,WACASL,1131,NA,47,432,y,NA,",",46.61,-121.67,325
BUCKHORN2,2,10,5282,11,10,2016,WACASL,1131,NA,63,520,y,NA,"MLT,",46.61,-121.67,325
BUCKHORN2,2,10,5282,11,10,2017,WACASL,1131,NA,NA,610,y,NA,",",46.61,-121.67,325
BUCKHORN2,2,10,5282,11,10,2018,WACASL,1131,NA,88,690,y,NA,"MLT,",46.61,-121.67,325
BUCKHORN2,2,32,5304,35,36,2009,WACASL,1131,15.6,NA,62,y,NA,",",46.61,-121.67,325
BUCKHORN2,2,32,5304,35,36,2010,WACASL,1131,38.6,4.5,140,y,NA,",",46.61,-121.67,325
BUCKHORN2,2,32,5304,35,36,2011,WACASL,1131,61.2,15.2,215,y,NA,",",46.61,-121.67,325
BUCKHORN2,2,32,5304,35,36,2012,WACASL,1131,86.6,35.5,325,y,NA,",",46.61,-121.67,325
BUCKHORN2,2,32,5304,35,36,2013,WACASL,1131,104,60.8,424,y,NA,",",46.61,-121.67,325
BUCKHORN2,2,32,5304,35,36,2014,WACASL,1131,155,96.2,540,y,NA,",",46.61,-121.67,325
BUCKHORN2,2,32,5304,35,36,2015,WACASL,1131,173,117,643,y,NA,",",46.61,-121.67,325
BUCKHORN2,2,32,5304,35,36,2016,WACASL,1131,NA,142,771,y,NA,",",46.61,-121.67,325
BUCKHORN2,2,32,5304,35,36,2017,WACASL,1131,NA,NA,NA,y,NA,",",46.61,-121.67,325
BUCKHORN2,2,32,5304,35,36,2018,WACASL,1131,NA,186,950,y,NA,"MLT,",46.61,-121.67,325
BUCKHORN2,2,17,5309,15,34,2009,WACASL,1131,10.9,NA,49,y,NA,",",46.61,-121.67,325
BUCKHORN2,2,17,5309,15,34,2010,WACASL,1131,22,NA,94,y,NA,",",46.61,-121.67,325
BUCKHORN2,2,17,5309,15,34,2011,WACASL,1131,40.5,9.5,182,y,NA,",",46.61,-121.67,325
BUCKHORN2,2,17,5309,15,34,2012,WACASL,1131,65.6,25.3,275,y,NA,"~SLB~INS,TBUD INS. SLB HEIGHT = 280; BOTTOM = 259",46.61,-121.67,325
BUCKHORN2,2,17,5309,15,34,2013,WACASL,1131,95,52.4,386,y,NA,"MLT,",46.61,-121.67,325
BUCKHORN2,2,17,5309,15,34,2014,WACASL,1131,NA,72.4,483,y,NA,"MLT,",46.61,-121.67,325
BUCKHORN2,2,17,5309,15,34,2015,WACASL,1131,NA,90,602,y,NA,"CN1,MLT",46.61,-121.67,325
BUCKHORN2,2,17,5309,15,34,2016,WACASL,1131,NA,112,702,y,NA,"CN2   ,",46.61,-121.67,325
BUCKHORN2,2,17,5309,15,34,2017,WACASL,1131,NA,NA,NA,y,NA,",",46.61,-121.67,325
BUCKHORN2,2,17,5309,15,34,2018,WACASL,1131,NA,144,970,y,NA,"MLT RMC2,",46.61,-121.67,325
BUCKHORN2,2,10,5402,9,10,2009,WACASL,1151,12.8,NA,56,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,10,5402,9,10,2010,WACASL,1151,28.8,NA,111,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,10,5402,9,10,2011,WACASL,1151,43.8,11.8,202,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,10,5402,9,10,2012,WACASL,1151,64,26.3,308,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,10,5402,9,10,2013,WACASL,1151,88.7,48,423,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,10,5402,9,10,2014,WACASL,1151,NA,65.5,557,y,NA,"MLT,",47.27,-121.73,612
BUCKHORN2,2,10,5402,9,10,2015,WACASL,1151,NA,83,680,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,10,5402,9,10,2016,WACASL,1151,NA,105,745,y,NA,"MLT CN1,",47.27,-121.73,612
BUCKHORN2,2,10,5402,9,10,2017,WACASL,1151,NA,NA,NA,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,10,5402,9,10,2018,WACASL,1151,NA,137,960,y,NA,"MLT CN1,",47.27,-121.73,612
BUCKHORN2,2,42,5408,40,41,2009,WACASL,1151,10.5,NA,49,y,NA,"CTL,TGS",47.27,-121.73,612
BUCKHORN2,2,42,5408,40,41,2010,WACASL,1151,23.9,NA,72,y,NA," MLT         ,",47.27,-121.73,612
BUCKHORN2,2,42,5408,40,41,2011,WACASL,1151,37,NA,127,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,42,5408,40,41,2012,WACASL,1151,54,13.5,233,y,NA,"~SLB~CHL,SLB HEIGHT 242; BOTTOM 229",47.27,-121.73,612
BUCKHORN2,2,42,5408,40,41,2013,WACASL,1151,72.5,35.2,342,y,NA,"MLT,",47.27,-121.73,612
BUCKHORN2,2,42,5408,40,41,2014,WACASL,1151,NA,53,435,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,42,5408,40,41,2015,WACASL,1151,NA,70,546,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,42,5408,40,41,2016,WACASL,1151,NA,91,669,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,42,5408,40,41,2017,WACASL,1151,NA,NA,NA,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,42,5408,40,41,2018,WACASL,1151,NA,130,910,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,32,5421,33,35,2009,WACASL,1151,15.2,NA,54,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,32,5421,33,35,2010,WACASL,1151,34.5,NA,118,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,32,5421,33,35,2011,WACASL,1151,52.6,15.4,210,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,32,5421,33,35,2012,WACASL,1151,72.8,33.7,332,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,32,5421,33,35,2013,WACASL,1151,96,60.9,413,y,NA,"TCL,",47.27,-121.73,612
BUCKHORN2,2,32,5421,33,35,2014,WACASL,1151,NA,80.2,497,y,NA,"MLT,",47.27,-121.73,612
BUCKHORN2,2,32,5421,33,35,2015,WACASL,1151,NA,101,625,y,NA,"MLT,",47.27,-121.73,612
BUCKHORN2,2,32,5421,33,35,2016,WACASL,1151,NA,123,693,y,NA,"MLT RMC2,",47.27,-121.73,612
BUCKHORN2,2,32,5421,33,35,2017,WACASL,1151,NA,NA,NA,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,32,5421,33,35,2018,WACASL,1151,NA,166,1000,y,NA,"MLT RMC2,",47.27,-121.73,612
BUCKHORN2,2,17,5427,14,36,2009,WACASL,1151,10.6,NA,44,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,17,5427,14,36,2010,WACASL,1151,26.1,NA,86,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,17,5427,14,36,2011,WACASL,1151,44.7,5.9,144,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,17,5427,14,36,2012,WACASL,1151,64.4,23,226,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,17,5427,14,36,2013,WACASL,1151,97,46,331,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,17,5427,14,36,2014,WACASL,1151,NA,67.9,436,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,17,5427,14,36,2015,WACASL,1151,NA,85,546,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,17,5427,14,36,2016,WACASL,1151,NA,108,655,y,NA,"MLT   ,",47.27,-121.73,612
BUCKHORN2,2,17,5427,14,36,2017,WACASL,1151,NA,NA,NA,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,17,5427,14,36,2018,WACASL,1151,NA,145,880,y,NA,",",47.27,-121.73,612
BUCKHORN2,2,10,5438,11,13,2009,WACASL,1152,14.5,NA,67,y,NA,",",47.27,-121.73,595
BUCKHORN2,2,10,5438,11,13,2010,WACASL,1152,26.7,NA,108,y,NA,",",47.27,-121.73,595
BUCKHORN2,2,10,5438,11,13,2011,WACASL,1152,45.1,7.4,176,y,NA,",",47.27,-121.73,595
BUCKHORN2,2,10,5438,11,13,2012,WACASL,1152,68,22.1,271,y,NA,",",47.27,-121.73,595
BUCKHORN2,2,10,5438,11,13,2013,WACASL,1152,89.2,45.3,391,y,NA,",",47.27,-121.73,595
BUCKHORN2,2,10,5438,11,13,2014,WACASL,1152,NA,67.6,495,y,NA,"CN1,",47.27,-121.73,595
BUCKHORN2,2,10,5438,11,13,2015,WACASL,1152,NA,84,617,y,NA,"MLT,",47.27,-121.73,595
BUCKHORN2,2,10,5438,11,13,2016,WACASL,1152,NA,108,708,y,NA,"MLT  ,CN1         ",47.27,-121.73,595
BUCKHORN2,2,10,5438,11,13,2017,WACASL,1152,NA,NA,NA,y,NA,",",47.27,-121.73,595
BUCKHORN2,2,10,5438,11,13,2018,WACASL,1152,NA,149,930,y,NA,"MLT,CN1",47.27,-121.73,595
BUCKHORN2,2,17,5443,15,37,2009,WACASL,1152,8.9,NA,53,y,NA,"SPF,",47.27,-121.73,595
BUCKHORN2,2,17,5443,15,37,2010,WACASL,1152,16.6,NA,68,y,NA," CHL         ,",47.27,-121.73,595
BUCKHORN2,2,17,5443,15,37,2011,WACASL,1152,23,NA,97,y,NA," CHL         ,",47.27,-121.73,595
BUCKHORN2,2,17,5443,15,37,2012,WACASL,1152,29.5,3.3,133,y,NA,"~SPF~CHL,",47.27,-121.73,595
BUCKHORN2,2,17,5443,15,37,2013,WACASL,1152,32.6,8,169,y,NA,"CHL,LEFT DBH AS IS - DWT",47.27,-121.73,595
BUCKHORN2,2,17,5443,15,37,2014,WACASL,1152,NA,16.2,202,y,NA,"CHL,",47.27,-121.73,595
BUCKHORN2,2,17,5443,15,37,2015,WACASL,1152,NA,22,241,y,NA,"CHL,",47.27,-121.73,595
BUCKHORN2,2,17,5443,15,37,2016,WACASL,1152,NA,25,269,y,NA,"CHL   ,",47.27,-121.73,595
BUCKHORN2,2,17,5443,15,37,2017,WACASL,1152,NA,NA,NA,y,NA,"~SPF,",47.27,-121.73,595
BUCKHORN2,2,17,5443,15,37,2018,WACASL,1152,NA,32,334,y,NA,"CHL ~SPF,",47.27,-121.73,595
BUCKHORN2,2,32,5448,34,35,2009,WACASL,1152,11.8,NA,52,y,NA,"CTL,",47.27,-121.73,595
BUCKHORN2,2,32,5448,34,35,2010,WACASL,1152,30,NA,116,y,NA," CTL         ,",47.27,-121.73,595
BUCKHORN2,2,32,5448,34,35,2011,WACASL,1152,42.9,11,192,y,NA,",",47.27,-121.73,595
BUCKHORN2,2,32,5448,34,35,2012,WACASL,1152,67.4,27.3,284,y,NA,"~SLB,",47.27,-121.73,595
BUCKHORN2,2,32,5448,34,35,2013,WACASL,1152,82.2,51.9,397,y,NA,",",47.27,-121.73,595
BUCKHORN2,2,32,5448,34,35,2014,WACASL,1152,128,69.9,504,y,NA,",",47.27,-121.73,595
BUCKHORN2,2,32,5448,34,35,2015,WACASL,1152,152,90,587,y,NA,",",47.27,-121.73,595
BUCKHORN2,2,32,5448,34,35,2016,WACASL,1152,NA,115,730,y,NA,",",47.27,-121.73,595
BUCKHORN2,2,32,5448,34,35,2017,WACASL,1152,NA,NA,NA,y,NA,",",47.27,-121.73,595
BUCKHORN2,2,32,5448,34,35,2018,WACASL,1152,NA,160,960,y,NA,",",47.27,-121.73,595
BUCKHORN2,2,42,5465,39,40,2009,WACASL,1152,7,NA,27,y,NA,",",47.27,-121.73,595
BUCKHORN2,2,42,5465,39,40,2010,WACASL,1152,20.3,NA,51,y,NA,",",47.27,-121.73,595
BUCKHORN2,2,42,5465,39,40,2011,WACASL,1152,26.3,NA,94,y,NA,",",47.27,-121.73,595
BUCKHORN2,2,42,5465,39,40,2012,WACASL,1152,45.4,8.3,173,y,NA,",",47.27,-121.73,595
BUCKHORN2,2,42,5465,39,40,2013,WACASL,1152,62.2,27.3,268,y,NA,",",47.27,-121.73,595
BUCKHORN2,2,42,5465,39,40,2014,WACASL,1152,NA,43.6,356,y,NA,"MLT,",47.27,-121.73,595
BUCKHORN2,2,42,5465,39,40,2015,WACASL,1152,NA,64,461,y,NA,",",47.27,-121.73,595
BUCKHORN2,2,42,5465,39,40,2016,WACASL,1152,NA,83,572,y,NA,"CHL CN2,",47.27,-121.73,595
BUCKHORN2,2,42,5465,39,40,2017,WACASL,1152,NA,NA,NA,y,NA,",",47.27,-121.73,595
BUCKHORN2,2,42,5465,39,40,2018,WACASL,1152,NA,115,760,y,NA,"MLT,",47.27,-121.73,595
BUCKHORN2,2,42,6876,39,41,2009,WACASL,5115,11.6,NA,59,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,42,6876,39,41,2010,WACASL,5115,23.3,NA,92,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,42,6876,39,41,2011,WACASL,5115,38.3,5.2,153,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,42,6876,39,41,2012,WACASL,5115,57.5,20.5,263,y,NA,",HAS CONE",47.39,-121.54,495
BUCKHORN2,2,42,6876,39,41,2013,WACASL,5115,81.3,52.2,344,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,42,6876,39,41,2014,WACASL,5115,107,70.2,484,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,42,6876,39,41,2015,WACASL,5115,130,88,597,y,NA,"CN1,",47.39,-121.54,495
BUCKHORN2,2,42,6876,39,41,2016,WACASL,5115,NA,107,675,y,NA,"CN2   ,",47.39,-121.54,495
BUCKHORN2,2,42,6876,39,41,2017,WACASL,5115,NA,NA,NA,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,42,6876,39,41,2018,WACASL,5115,NA,NA,NA,n,2018,"DDD,",47.39,-121.54,495
BUCKHORN2,2,17,6882,14,34,2009,WACASL,5115,12.1,NA,59,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,17,6882,14,34,2010,WACASL,5115,27.5,NA,101,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,17,6882,14,34,2011,WACASL,5115,41.9,8.2,177,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,17,6882,14,34,2012,WACASL,5115,64.5,22.8,272,y,NA,",MEAS. RECHKED 1/14/2013",47.39,-121.54,495
BUCKHORN2,2,17,6882,14,34,2013,WACASL,5115,87.4,45.2,386,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,17,6882,14,34,2014,WACASL,5115,NA,66.4,470,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,17,6882,14,34,2015,WACASL,5115,NA,87,571,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,17,6882,14,34,2016,WACASL,5115,NA,109,682,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,17,6882,14,34,2017,WACASL,5115,NA,NA,810,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,17,6882,14,34,2018,WACASL,5115,NA,148,920,y,NA,"RMC2,",47.39,-121.54,495
BUCKHORN2,2,32,6893,34,37,2009,WACASL,5115,13.2,NA,52,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,32,6893,34,37,2010,WACASL,5115,31.8,NA,107,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,32,6893,34,37,2011,WACASL,5115,49.2,8.5,174,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,32,6893,34,37,2012,WACASL,5115,68.9,24.2,271,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,32,6893,34,37,2013,WACASL,5115,90,48.3,378,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,32,6893,34,37,2014,WACASL,5115,NA,70.5,487,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,32,6893,34,37,2015,WACASL,5115,NA,88,612,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,32,6893,34,37,2016,WACASL,5115,NA,120,700,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,32,6893,34,37,2017,WACASL,5115,NA,NA,NA,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,32,6893,34,37,2018,WACASL,5115,NA,162,910,y,NA,"MLT RMC2,",47.39,-121.54,495
BUCKHORN2,2,10,6906,9,12,2009,WACASL,5115,10.1,NA,51,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,10,6906,9,12,2010,WACASL,5115,22.5,NA,65,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,10,6906,9,12,2011,WACASL,5115,28.7,NA,107,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,10,6906,9,12,2012,WACASL,5115,45,9.6,181,y,NA,"~SLB,SLB = 193; 180",47.39,-121.54,495
BUCKHORN2,2,10,6906,9,12,2013,WACASL,5115,62.2,24.7,288,y,NA,"MLT,",47.39,-121.54,495
BUCKHORN2,2,10,6906,9,12,2014,WACASL,5115,NA,40.1,398,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,10,6906,9,12,2015,WACASL,5115,NA,56,490,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,10,6906,9,12,2016,WACASL,5115,NA,77,599,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,10,6906,9,12,2017,WACASL,5115,NA,NA,700,y,NA,",",47.39,-121.54,495
BUCKHORN2,2,10,6906,9,12,2018,WACASL,5115,NA,106,810,y,NA,"RMC2,",47.39,-121.54,495
BUCKHORN2,2,32,6914,33,37,2009,WACASL,5116,11.9,NA,64,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,32,6914,33,37,2010,WACASL,5116,28,NA,122,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,32,6914,33,37,2011,WACASL,5116,42.4,13,210,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,32,6914,33,37,2012,WACASL,5116,64.3,30.5,317,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,32,6914,33,37,2013,WACASL,5116,85.5,55.3,407,y,NA,"CHL,",47.39,-121.54,496
BUCKHORN2,2,32,6914,33,37,2014,WACASL,5116,NA,75,525,y,NA,"MLT,",47.39,-121.54,496
BUCKHORN2,2,32,6914,33,37,2015,WACASL,5116,NA,95,597,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,32,6914,33,37,2016,WACASL,5116,NA,113,702,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,32,6914,33,37,2017,WACASL,5116,NA,NA,820,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,32,6914,33,37,2018,WACASL,5116,NA,150,960,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,17,6931,18,36,2009,WACASL,5116,10.7,NA,58,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,17,6931,18,36,2010,WACASL,5116,23.5,NA,123,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,17,6931,18,36,2011,WACASL,5116,40.4,11,186,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,17,6931,18,36,2012,WACASL,5116,53.5,25.8,286,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,17,6931,18,36,2013,WACASL,5116,77.6,49.4,412,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,17,6931,18,36,2014,WACASL,5116,NA,69.4,517,y,NA,"MLT,",47.39,-121.54,496
BUCKHORN2,2,17,6931,18,36,2015,WACASL,5116,NA,87,607,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,17,6931,18,36,2016,WACASL,5116,NA,109,734,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,17,6931,18,36,2017,WACASL,5116,NA,NA,NA,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,17,6931,18,36,2018,WACASL,5116,NA,142,980,y,NA,"MLT,",47.39,-121.54,496
BUCKHORN2,2,42,6934,42,40,2009,WACASL,5116,11.1,NA,66,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,42,6934,42,40,2010,WACASL,5116,29.5,NA,100,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,42,6934,42,40,2011,WACASL,5116,44.6,8.9,175,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,42,6934,42,40,2012,WACASL,5116,66.9,26.1,249,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,42,6934,42,40,2013,WACASL,5116,89.3,47.4,357,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,42,6934,42,40,2014,WACASL,5116,NA,65.3,451,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,42,6934,42,40,2015,WACASL,5116,NA,86,554,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,42,6934,42,40,2016,WACASL,5116,NA,108,689,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,42,6934,42,40,2017,WACASL,5116,NA,NA,NA,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,42,6934,42,40,2018,WACASL,5116,NA,144,930,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,10,6939,7,11,2009,WACASL,5116,11.8,NA,71,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,10,6939,7,11,2010,WACASL,5116,19.5,NA,81,y,NA," CHL         ,",47.39,-121.54,496
BUCKHORN2,2,10,6939,7,11,2011,WACASL,5116,17.8,NA,90,y,NA," CHL         ,",47.39,-121.54,496
BUCKHORN2,2,10,6939,7,11,2012,WACASL,5116,21.8,NA,105,y,NA,"~CTL,",47.39,-121.54,496
BUCKHORN2,2,10,6939,7,11,2013,WACASL,5116,26,5,138,y,NA,"CHL,",47.39,-121.54,496
BUCKHORN2,2,10,6939,7,11,2014,WACASL,5116,NA,8.3,150,y,NA,"CHL,MLT",47.39,-121.54,496
BUCKHORN2,2,10,6939,7,11,2015,WACASL,5116,NA,10,153,y,NA,"CHL,",47.39,-121.54,496
BUCKHORN2,2,10,6939,7,11,2016,WACASL,5116,NA,NA,105,y,NA,"TD3   ,CHL         ",47.39,-121.54,496
BUCKHORN2,2,10,6939,7,11,2017,WACASL,5116,NA,NA,NA,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,10,6939,7,11,2018,WACASL,5116,NA,NA,118,y,NA,"TD3,CHL",47.39,-121.54,496
BUCKHORN2,2,17,6947,18,35,2009,WACASL,5116,8,NA,45,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,17,6947,18,35,2010,WACASL,5116,20.8,NA,75,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,17,6947,18,35,2011,WACASL,5116,34.6,NA,132,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,17,6947,18,35,2012,WACASL,5116,51.1,16.5,254,y,NA,"~SLB,DC BD",47.39,-121.54,496
BUCKHORN2,2,17,6947,18,35,2013,WACASL,5116,74.9,43.3,338,y,NA,"MLT,",47.39,-121.54,496
BUCKHORN2,2,17,6947,18,35,2014,WACASL,5116,NA,60,458,y,NA,"MLT,",47.39,-121.54,496
BUCKHORN2,2,17,6947,18,35,2015,WACASL,5116,NA,77,552,y,NA,"MLT,",47.39,-121.54,496
BUCKHORN2,2,17,6947,18,35,2016,WACASL,5116,NA,99,659,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,17,6947,18,35,2017,WACASL,5116,NA,NA,NA,y,NA,",",47.39,-121.54,496
BUCKHORN2,2,17,6947,18,35,2018,WACASL,5116,NA,130,890,y,NA,"MLT,",47.39,-121.54,496
BUCKHORN2,2,42,9092,41,40,2009,WACASL,8537,12.3,NA,60,y,NA,",",46.9,-122.03,547
BUCKHORN2,2,42,9092,41,40,2010,WACASL,8537,31.5,NA,89,y,NA,",",46.9,-122.03,547
BUCKHORN2,2,42,9092,41,40,2011,WACASL,8537,48.1,6.8,175,y,NA,",",46.9,-122.03,547
BUCKHORN2,2,42,9092,41,40,2012,WACASL,8537,65,21.1,272,y,NA,"~MLT,",46.9,-122.03,547
BUCKHORN2,2,42,9092,41,40,2013,WACASL,8537,85.4,42.2,353,y,NA,"MLT,",46.9,-122.03,547
BUCKHORN2,2,42,9092,41,40,2014,WACASL,8537,NA,60,364,y,NA,"MLT,",46.9,-122.03,547
BUCKHORN2,2,42,9092,41,40,2015,WACASL,8537,NA,78,554,y,NA,",",46.9,-122.03,547
BUCKHORN2,2,42,9092,41,40,2016,WACASL,8537,NA,102,680,y,NA,",",46.9,-122.03,547
BUCKHORN2,2,42,9092,41,40,2017,WACASL,8537,NA,NA,NA,y,NA,",",46.9,-122.03,547
BUCKHORN2,2,42,9092,41,40,2018,WACASL,8537,NA,135,860,y,NA,"MLT,RMC2",46.9,-122.03,547
BUCKHORN2,2,10,9093,9,13,2009,WACASL,8537,10.8,NA,40,y,NA,",",46.9,-122.03,547
BUCKHORN2,2,10,9093,9,13,2010,WACASL,8537,20.7,NA,81,y,NA,",",46.9,-122.03,547
BUCKHORN2,2,10,9093,9,13,2011,WACASL,8537,36.5,4.5,138,y,NA," MLT         ,",46.9,-122.03,547
BUCKHORN2,2,10,9093,9,13,2012,WACASL,8537,58,9.5,204,y,NA,",",46.9,-122.03,547
BUCKHORN2,2,10,9093,9,13,2013,WACASL,8537,71.3,24.7,295,y,NA,"MLT,",46.9,-122.03,547
BUCKHORN2,2,10,9093,9,13,2014,WACASL,8537,NA,37,382,y,NA,"MLT,",46.9,-122.03,547
BUCKHORN2,2,10,9093,9,13,2015,WACASL,8537,NA,51,491,y,NA,"MLT,",46.9,-122.03,547
BUCKHORN2,2,10,9093,9,13,2016,WACASL,8537,NA,80,593,y,NA,"MLT   ,CHANGED DBH FROM 70 TO 80 - DWT",46.9,-122.03,547
BUCKHORN2,2,10,9093,9,13,2017,WACASL,8537,NA,NA,NA,y,NA,",",46.9,-122.03,547
BUCKHORN2,2,10,9093,9,13,2018,WACASL,8537,NA,124,810,y,NA,"MLT,CHANGED DBH FROM 142 TO 124 - DWT",46.9,-122.03,547
BUCKHORN2,2,32,9097,32,34,2009,WACASL,8537,12,NA,50,y,NA,",",46.9,-122.03,547
BUCKHORN2,2,32,9097,32,34,2010,WACASL,8537,31.1,NA,104,y,NA,",",46.9,-122.03,547
BUCKHORN2,2,32,9097,32,34,2011,WACASL,8537,44.3,8,172,y,NA,",",46.9,-122.03,547
BUCKHORN2,2,32,9097,32,34,2012,WACASL,8537,69.7,26.5,263,y,NA,",",46.9,-122.03,547
BUCKHORN2,2,32,9097,32,34,2013,WACASL,8537,86.1,51.3,377,y,NA,",",46.9,-122.03,547
BUCKHORN2,2,32,9097,32,34,2014,WACASL,8537,NA,74.4,472,y,NA,"MLT,",46.9,-122.03,547
BUCKHORN2,2,32,9097,32,34,2015,WACASL,8537,NA,92,559,y,NA,"MLT,",46.9,-122.03,547
BUCKHORN2,2,32,9097,32,34,2016,WACASL,8537,NA,115,690,y,NA,"MLT   ,",46.9,-122.03,547
BUCKHORN2,2,32,9097,32,34,2017,WACASL,8537,NA,NA,810,y,NA,",",46.9,-122.03,547
BUCKHORN2,2,32,9097,32,34,2018,WACASL,8537,NA,151,930,y,NA,"MLT,",46.9,-122.03,547
BUCKHORN2,2,17,9107,14,37,2009,WACASL,8537,11.7,NA,58,y,NA,",",46.9,-122.03,547
BUCKHORN2,2,17,9107,14,37,2010,WACASL,8537,30.9,NA,109,y,NA,",",46.9,-122.03,547
BUCKHORN2,2,17,9107,14,37,2011,WACASL,8537,44.1,8.2,169,y,NA,",",46.9,-122.03,547
BUCKHORN2,2,17,9107,14,37,2012,WACASL,8537,64.7,23.2,273,y,NA,",",46.9,-122.03,547
BUCKHORN2,2,17,9107,14,37,2013,WACASL,8537,87.4,43.6,350,y,NA,",",46.9,-122.03,547
