"","site","site_num","plot","tag_num","column","row","year","region","family","BD_mm","DBH_mm","HT_cm","alive","dead_year","notes","fam_lat","fam_long","fam_elev_m"
"3534","BUCKHORN2",2,27,1167,29,26,2012,"ORCASL",3029,55.5,20.9,262,"y",NA,",",44.74,-122.61,611
"3535","BUCKHORN2",2,27,1167,29,26,2013,"ORCASL",3029,76.1,44.4,372,"y",NA,"CN1,",44.74,-122.61,611
"3536","BUCKHORN2",2,27,1167,29,26,2014,"ORCASL",3029,NA,67.4,481,"y",NA,"MLT,CN1",44.74,-122.61,611
"3537","BUCKHORN2",2,27,1167,29,26,2015,"ORCASL",3029,NA,88,586,"y",NA,",",44.74,-122.61,611
"3538","BUCKHORN2",2,27,1167,29,26,2016,"ORCASL",3029,NA,116,701,"y",NA,",DBH DOWN 5CM  ",44.74,-122.61,611
"3539","BUCKHORN2",2,27,1167,29,26,2017,"ORCASL",3029,NA,NA,800,"y",NA,",",44.74,-122.61,611
"3540","BUCKHORN2",2,27,1167,29,26,2018,"ORCASL",3029,NA,145,920,"y",NA,"RMC2,",44.74,-122.61,611
"3541","BUCKHORN2",2,7,1194,9,23,2009,"ORCASL",3053,15.5,NA,73,"y",NA,",",44.15,-122.63,610
"3542","BUCKHORN2",2,7,1194,9,23,2010,"ORCASL",3053,25.5,NA,106,"y",NA,",",44.15,-122.63,610
"3543","BUCKHORN2",2,7,1194,9,23,2011,"ORCASL",3053,34.4,5,157,"y",NA,",",44.15,-122.63,610
"3544","BUCKHORN2",2,7,1194,9,23,2012,"ORCASL",3053,57,17,241,"y",NA,",",44.15,-122.63,610
"3545","BUCKHORN2",2,7,1194,9,23,2013,"ORCASL",3053,72.3,37.5,343,"y",NA,",",44.15,-122.63,610
"3546","BUCKHORN2",2,7,1194,9,23,2014,"ORCASL",3053,NA,55,450,"y",NA,",",44.15,-122.63,610
"3547","BUCKHORN2",2,7,1194,9,23,2015,"ORCASL",3053,NA,75,578,"y",NA,",",44.15,-122.63,610
"3548","BUCKHORN2",2,7,1194,9,23,2016,"ORCASL",3053,NA,96,691,"y",NA,",",44.15,-122.63,610
"3549","BUCKHORN2",2,7,1194,9,23,2017,"ORCASL",3053,NA,NA,800,"y",NA,",",44.15,-122.63,610
"3550","BUCKHORN2",2,7,1194,9,23,2018,"ORCASL",3053,NA,130,910,"y",NA,",",44.15,-122.63,610
"3551","BUCKHORN2",2,39,1199,40,27,2009,"ORCASL",3053,10.2,NA,46,"y",NA,",",44.15,-122.63,610
"3552","BUCKHORN2",2,39,1199,40,27,2010,"ORCASL",3053,21.1,NA,71,"y",NA,",",44.15,-122.63,610
"3553","BUCKHORN2",2,39,1199,40,27,2011,"ORCASL",3053,32.5,NA,132,"y",NA,",",44.15,-122.63,610
"3554","BUCKHORN2",2,39,1199,40,27,2012,"ORCASL",3053,55,13.5,229,"y",NA,",",44.15,-122.63,610
"3555","BUCKHORN2",2,39,1199,40,27,2013,"ORCASL",3053,67.2,36.3,324,"y",NA,",",44.15,-122.63,610
"3556","BUCKHORN2",2,39,1199,40,27,2014,"ORCASL",3053,NA,49.1,436,"y",NA,",",44.15,-122.63,610
"3557","BUCKHORN2",2,39,1199,40,27,2015,"ORCASL",3053,NA,68,537,"y",NA,"MLT,",44.15,-122.63,610
"3558","BUCKHORN2",2,39,1199,40,27,2016,"ORCASL",3053,NA,91,633,"y",NA,",",44.15,-122.63,610
"3559","BUCKHORN2",2,39,1199,40,27,2017,"ORCASL",3053,NA,NA,NA,"y",NA,",",44.15,-122.63,610
"3560","BUCKHORN2",2,39,1199,40,27,2018,"ORCASL",3053,NA,122,880,"y",NA,"MLT,",44.15,-122.63,610
"3561","BUCKHORN2",2,24,1211,19,19,2009,"ORCASL",3053,13.8,NA,43,"y",NA,",",44.15,-122.63,610
"3562","BUCKHORN2",2,24,1211,19,19,2010,"ORCASL",3053,30,NA,84,"y",NA,",",44.15,-122.63,610
"3563","BUCKHORN2",2,24,1211,19,19,2011,"ORCASL",3053,42.2,6.1,139,"y",NA,",",44.15,-122.63,610
"3564","BUCKHORN2",2,24,1211,19,19,2012,"ORCASL",3053,63,16.5,233,"y",NA,",",44.15,-122.63,610
"3565","BUCKHORN2",2,24,1211,19,19,2013,"ORCASL",3053,80.3,44.4,338,"y",NA,",",44.15,-122.63,610
"3566","BUCKHORN2",2,24,1211,19,19,2014,"ORCASL",3053,NA,63,451,"y",NA,",",44.15,-122.63,610
"3567","BUCKHORN2",2,24,1211,19,19,2015,"ORCASL",3053,NA,80,539,"y",NA,",",44.15,-122.63,610
"3568","BUCKHORN2",2,24,1211,19,19,2016,"ORCASL",3053,NA,101,652,"y",NA,",DBH UP 10CM ",44.15,-122.63,610
"3569","BUCKHORN2",2,24,1211,19,19,2017,"ORCASL",3053,NA,NA,NA,"y",NA,",",44.15,-122.63,610
"3570","BUCKHORN2",2,24,1211,19,19,2018,"ORCASL",3053,NA,147,860,"y",NA,"MLT,",44.15,-122.63,610
"3571","BUCKHORN2",2,24,1219,22,18,2009,"ORCASL",3054,11.3,NA,50,"y",NA,",",44.14,-122.64,620
"3572","BUCKHORN2",2,24,1219,22,18,2010,"ORCASL",3054,24.5,NA,71,"y",NA," CTL         ,",44.14,-122.64,620
"3573","BUCKHORN2",2,24,1219,22,18,2011,"ORCASL",3054,35,NA,127,"y",NA,",",44.14,-122.64,620
"3574","BUCKHORN2",2,24,1219,22,18,2012,"ORCASL",3054,55.4,14.2,234,"y",NA,",",44.14,-122.64,620
"3575","BUCKHORN2",2,24,1219,22,18,2013,"ORCASL",3054,67,36.8,359,"y",NA,"CN2,",44.14,-122.64,620
"3576","BUCKHORN2",2,24,1219,22,18,2014,"ORCASL",3054,NA,61.4,474,"y",NA,"CN2,",44.14,-122.64,620
"3577","BUCKHORN2",2,24,1219,22,18,2015,"ORCASL",3054,NA,80,577,"y",NA,"CN2,",44.14,-122.64,620
"3578","BUCKHORN2",2,24,1219,22,18,2016,"ORCASL",3054,NA,107,710,"y",NA,"MLT   ,CN2",44.14,-122.64,620
"3579","BUCKHORN2",2,24,1219,22,18,2017,"ORCASL",3054,NA,NA,NA,"y",NA,",",44.14,-122.64,620
"3580","BUCKHORN2",2,24,1219,22,18,2018,"ORCASL",3054,NA,151,870,"y",NA,"MLT,CN1",44.14,-122.64,620
"3581","BUCKHORN2",2,39,1222,41,26,2009,"ORCASL",3054,11.3,NA,75,"y",NA,",",44.14,-122.64,620
"3582","BUCKHORN2",2,39,1222,41,26,2010,"ORCASL",3054,22.5,NA,91,"y",NA,",",44.14,-122.64,620
"3583","BUCKHORN2",2,39,1222,41,26,2011,"ORCASL",3054,37.7,4.4,138,"y",NA,",",44.14,-122.64,620
"3584","BUCKHORN2",2,39,1222,41,26,2012,"ORCASL",3054,57,13.6,197,"y",NA,",",44.14,-122.64,620
"3585","BUCKHORN2",2,39,1222,41,26,2013,"ORCASL",3054,76.3,35.1,296,"y",NA,",",44.14,-122.64,620
"3586","BUCKHORN2",2,39,1222,41,26,2014,"ORCASL",3054,NA,47.3,377,"y",NA,",",44.14,-122.64,620
"3587","BUCKHORN2",2,39,1222,41,26,2015,"ORCASL",3054,NA,65,485,"y",NA,",",44.14,-122.64,620
"3588","BUCKHORN2",2,39,1222,41,26,2016,"ORCASL",3054,NA,89,600,"y",NA,",",44.14,-122.64,620
"3589","BUCKHORN2",2,39,1222,41,26,2017,"ORCASL",3054,NA,NA,NA,"y",NA,",",44.14,-122.64,620
"3590","BUCKHORN2",2,39,1222,41,26,2018,"ORCASL",3054,NA,122,830,"y",NA,",",44.14,-122.64,620
"3591","BUCKHORN2",2,27,1237,29,28,2009,"ORCASL",3054,14.8,NA,49,"y",NA,",",44.14,-122.64,620
"3592","BUCKHORN2",2,27,1237,29,28,2010,"ORCASL",3054,28,NA,75,"y",NA,",",44.14,-122.64,620
"3593","BUCKHORN2",2,27,1237,29,28,2011,"ORCASL",3054,39.8,NA,131,"y",NA,",",44.14,-122.64,620
"3594","BUCKHORN2",2,27,1237,29,28,2012,"ORCASL",3054,66.2,14.7,219,"y",NA,"~INS,~SLB,BLACK HEMIPTERA WITH ORANGE OUTLINED WINGS,SLB HEIGHT = 225; BOTTOM = 218",44.14,-122.64,620
"3595","BUCKHORN2",2,27,1237,29,28,2013,"ORCASL",3054,85.4,31.6,315,"y",NA,",CHANGED BD FROM 55.4 TO 85.4 - DWT",44.14,-122.64,620
"3596","BUCKHORN2",2,27,1237,29,28,2014,"ORCASL",3054,NA,66,404,"y",NA,",",44.14,-122.64,620
"3597","BUCKHORN2",2,27,1237,29,28,2015,"ORCASL",3054,NA,92,483,"y",NA,"MLT,",44.14,-122.64,620
"3598","BUCKHORN2",2,27,1237,29,28,2016,"ORCASL",3054,NA,109,586,"y",NA,"MLT   ,DBH DOWN 10CM ",44.14,-122.64,620
"3599","BUCKHORN2",2,27,1237,29,28,2017,"ORCASL",3054,NA,NA,NA,"y",NA,",",44.14,-122.64,620
"3600","BUCKHORN2",2,27,1237,29,28,2018,"ORCASL",3054,NA,146,760,"y",NA,"MLT,",44.14,-122.64,620
"3601","BUCKHORN2",2,7,1242,7,23,2009,"ORCASL",3054,12.8,NA,52,"y",NA,",",44.14,-122.64,620
"3602","BUCKHORN2",2,7,1242,7,23,2010,"ORCASL",3054,27.4,NA,100,"y",NA,",",44.14,-122.64,620
"3603","BUCKHORN2",2,7,1242,7,23,2011,"ORCASL",3054,50.1,10.6,179,"y",NA,",",44.14,-122.64,620
"3604","BUCKHORN2",2,7,1242,7,23,2012,"ORCASL",3054,74,27.2,282,"y",NA,"~SLB,SLB HEIGHT = 290; BOTTOM = 275",44.14,-122.64,620
"3605","BUCKHORN2",2,7,1242,7,23,2013,"ORCASL",3054,94.2,52.7,412,"y",NA,"CN1,",44.14,-122.64,620
"3606","BUCKHORN2",2,7,1242,7,23,2014,"ORCASL",3054,NA,75.2,532,"y",NA,",",44.14,-122.64,620
"3607","BUCKHORN2",2,7,1242,7,23,2015,"ORCASL",3054,NA,98,654,"y",NA,",",44.14,-122.64,620
"3608","BUCKHORN2",2,7,1242,7,23,2016,"ORCASL",3054,NA,129,780,"y",NA,",",44.14,-122.64,620
"3609","BUCKHORN2",2,7,1242,7,23,2017,"ORCASL",3054,NA,NA,NA,"y",NA,",",44.14,-122.64,620
"3610","BUCKHORN2",2,7,1242,7,23,2018,"ORCASL",3054,NA,175,990,"y",NA,",",44.14,-122.64,620
"3611","BUCKHORN2",2,27,4856,28,27,2009,"ORCASL",1039,NA,NA,NA,"NP",NA,",",44.8,-122.42,313
"3612","BUCKHORN2",2,27,4856,28,27,2010,"ORCASL",1039,18.9,NA,89,"y",NA," MLT         ,",44.8,-122.42,313
"3613","BUCKHORN2",2,27,4856,28,27,2011,"ORCASL",1039,24.6,NA,100,"y",NA," MLT         ,",44.8,-122.42,313
"3614","BUCKHORN2",2,27,4856,28,27,2012,"ORCASL",1039,35.3,NA,122,"y",NA,"~CHL,",44.8,-122.42,313
"3615","BUCKHORN2",2,27,4856,28,27,2013,"ORCASL",1039,51.7,10,184,"y",NA,",",44.8,-122.42,313
"3616","BUCKHORN2",2,27,4856,28,27,2014,"ORCASL",1039,NA,24.9,272,"y",NA,"MLT,",44.8,-122.42,313
"3617","BUCKHORN2",2,27,4856,28,27,2015,"ORCASL",1039,NA,40,370,"y",NA,"MLT,",44.8,-122.42,313
"3618","BUCKHORN2",2,27,4856,28,27,2016,"ORCASL",1039,NA,58,450,"y",NA,"MLT   ,",44.8,-122.42,313
"3619","BUCKHORN2",2,27,4856,28,27,2017,"ORCASL",1039,NA,NA,NA,"y",NA,",",44.8,-122.42,313
"3620","BUCKHORN2",2,27,4856,28,27,2018,"ORCASL",1039,NA,83,650,"y",NA,"MLT,",44.8,-122.42,313
"3621","BUCKHORN2",2,27,5003,26,26,2009,"ORCASL",1026,12.3,NA,54,"y",NA,",",44.41,-122.67,183
"3622","BUCKHORN2",2,27,5003,26,26,2010,"ORCASL",1026,29,NA,99,"y",NA,",",44.41,-122.67,183
"3623","BUCKHORN2",2,27,5003,26,26,2011,"ORCASL",1026,41.3,5.6,139,"y",NA,",",44.41,-122.67,183
"3624","BUCKHORN2",2,27,5003,26,26,2012,"ORCASL",1026,68.5,16.3,220,"y",NA,",",44.41,-122.67,183
"3625","BUCKHORN2",2,27,5003,26,26,2013,"ORCASL",1026,95.6,45.4,320,"y",NA,",",44.41,-122.67,183
"3626","BUCKHORN2",2,27,5003,26,26,2014,"ORCASL",1026,NA,65,415,"y",NA,",",44.41,-122.67,183
"3627","BUCKHORN2",2,27,5003,26,26,2015,"ORCASL",1026,NA,90,522,"y",NA,",",44.41,-122.67,183
"3628","BUCKHORN2",2,27,5003,26,26,2016,"ORCASL",1026,NA,122,640,"y",NA,",",44.41,-122.67,183
"3629","BUCKHORN2",2,27,5003,26,26,2017,"ORCASL",1026,NA,NA,NA,"y",NA,",",44.41,-122.67,183
"3630","BUCKHORN2",2,27,5003,26,26,2018,"ORCASL",1026,NA,160,840,"y",NA,"RMC2,",44.41,-122.67,183
"3631","BUCKHORN2",2,39,5019,40,29,2009,"ORCASL",1026,11.9,NA,49,"y",NA,",",44.41,-122.67,183
"3632","BUCKHORN2",2,39,5019,40,29,2010,"ORCASL",1026,29.9,NA,83,"y",NA," MLT         ,",44.41,-122.67,183
"3633","BUCKHORN2",2,39,5019,40,29,2011,"ORCASL",1026,49.2,5.1,144,"y",NA," MLT         ,",44.41,-122.67,183
"3634","BUCKHORN2",2,39,5019,40,29,2012,"ORCASL",1026,75,16.6,250,"y",NA,",",44.41,-122.67,183
"3635","BUCKHORN2",2,39,5019,40,29,2013,"ORCASL",1026,83.8,46.8,375,"y",NA,",",44.41,-122.67,183
"3636","BUCKHORN2",2,39,5019,40,29,2014,"ORCASL",1026,NA,72.6,459,"y",NA,"MLT,",44.41,-122.67,183
"3637","BUCKHORN2",2,39,5019,40,29,2015,"ORCASL",1026,NA,92,532,"y",NA,",",44.41,-122.67,183
"3638","BUCKHORN2",2,39,5019,40,29,2016,"ORCASL",1026,NA,119,660,"y",NA,",",44.41,-122.67,183
"3639","BUCKHORN2",2,39,5019,40,29,2017,"ORCASL",1026,NA,NA,NA,"y",NA,",",44.41,-122.67,183
"3640","BUCKHORN2",2,39,5019,40,29,2018,"ORCASL",1026,NA,152,820,"y",NA,"MLT RMC2,",44.41,-122.67,183
"3641","BUCKHORN2",2,24,5024,22,21,2009,"ORCASL",1026,13,NA,52,"y",NA,",",44.41,-122.67,183
"3642","BUCKHORN2",2,24,5024,22,21,2010,"ORCASL",1026,29.3,NA,107,"y",NA,",",44.41,-122.67,183
"3643","BUCKHORN2",2,24,5024,22,21,2011,"ORCASL",1026,46.1,NA,211,"y",NA,",",44.41,-122.67,183
"3644","BUCKHORN2",2,24,5024,22,21,2012,"ORCASL",1026,72.5,29.5,340,"y",NA,",",44.41,-122.67,183
"3645","BUCKHORN2",2,24,5024,22,21,2013,"ORCASL",1026,89,57.5,401,"y",NA,",",44.41,-122.67,183
"3646","BUCKHORN2",2,24,5024,22,21,2014,"ORCASL",1026,130,77.6,522,"y",NA,",",44.41,-122.67,183
"3647","BUCKHORN2",2,24,5024,22,21,2015,"ORCASL",1026,154,97,649,"y",NA,",",44.41,-122.67,183
"3648","BUCKHORN2",2,24,5024,22,21,2016,"ORCASL",1026,NA,125,792,"y",NA,"MLT   ,",44.41,-122.67,183
"3649","BUCKHORN2",2,24,5024,22,21,2017,"ORCASL",1026,NA,NA,NA,"y",NA,",",44.41,-122.67,183
"3650","BUCKHORN2",2,24,5024,22,21,2018,"ORCASL",1026,NA,163,1060,"y",NA,"MLT,RMC2",44.41,-122.67,183
"3651","BUCKHORN2",2,7,5034,10,24,2009,"ORCASL",1026,16.2,NA,66,"y",NA,",",44.41,-122.67,183
"3652","BUCKHORN2",2,7,5034,10,24,2010,"ORCASL",1026,31.1,NA,124,"y",NA,",",44.41,-122.67,183
"3653","BUCKHORN2",2,7,5034,10,24,2011,"ORCASL",1026,58.2,13.5,216,"y",NA," MLT         ,",44.41,-122.67,183
"3654","BUCKHORN2",2,7,5034,10,24,2012,"ORCASL",1026,80,30.6,280,"y",NA,"~SLB,SLB HEIGHT = 284; BOTTOM = 271",44.41,-122.67,183
"3655","BUCKHORN2",2,7,5034,10,24,2013,"ORCASL",1026,93.7,57.5,399,"y",NA,",",44.41,-122.67,183
"3656","BUCKHORN2",2,7,5034,10,24,2014,"ORCASL",1026,129,80.3,528,"y",NA,",",44.41,-122.67,183
"3657","BUCKHORN2",2,7,5034,10,24,2015,"ORCASL",1026,171,101,673,"y",NA,",",44.41,-122.67,183
"3658","BUCKHORN2",2,7,5034,10,24,2016,"ORCASL",1026,NA,126,760,"y",NA,",",44.41,-122.67,183
"3659","BUCKHORN2",2,7,5034,10,24,2017,"ORCASL",1026,NA,NA,NA,"y",NA,",",44.41,-122.67,183
"3660","BUCKHORN2",2,7,5034,10,24,2018,"ORCASL",1026,NA,164,980,"y",NA,"RMC2,",44.41,-122.67,183
"3661","BUCKHORN2",2,7,5052,8,25,2009,"ORCASL",1027,12.5,NA,47,"y",NA,",",44.41,-122.66,183
"3662","BUCKHORN2",2,7,5052,8,25,2010,"ORCASL",1027,26.8,NA,95,"y",NA,",",44.41,-122.66,183
"3663","BUCKHORN2",2,7,5052,8,25,2011,"ORCASL",1027,47.4,8.4,177,"y",NA,",",44.41,-122.66,183
"3664","BUCKHORN2",2,7,5052,8,25,2012,"ORCASL",1027,64,23.1,274,"y",NA,",",44.41,-122.66,183
"3665","BUCKHORN2",2,7,5052,8,25,2013,"ORCASL",1027,84.3,49.5,344,"y",NA,"TCL,CTL",44.41,-122.66,183
"3666","BUCKHORN2",2,7,5052,8,25,2014,"ORCASL",1027,NA,74.3,406,"y",NA,"MLT,",44.41,-122.66,183
"3667","BUCKHORN2",2,7,5052,8,25,2015,"ORCASL",1027,NA,91,545,"y",NA,",",44.41,-122.66,183
"3668","BUCKHORN2",2,7,5052,8,25,2016,"ORCASL",1027,NA,134,675,"y",NA,"RMC2,",44.41,-122.66,183
"3669","BUCKHORN2",2,7,5052,8,25,2017,"ORCASL",1027,NA,NA,790,"y",NA,",",44.41,-122.66,183
"3670","BUCKHORN2",2,7,5052,8,25,2018,"ORCASL",1027,NA,146,910,"y",NA,"MLT,",44.41,-122.66,183
"3671","BUCKHORN2",2,39,5053,38,26,2009,"ORCASL",1027,12.2,NA,48,"y",NA,",",44.41,-122.66,183
"3672","BUCKHORN2",2,39,5053,38,26,2010,"ORCASL",1027,24.7,NA,68,"y",NA,",",44.41,-122.66,183
"3673","BUCKHORN2",2,39,5053,38,26,2011,"ORCASL",1027,41.5,NA,127,"y",NA,",",44.41,-122.66,183
"3674","BUCKHORN2",2,39,5053,38,26,2012,"ORCASL",1027,61.3,14.1,212,"y",NA,",",44.41,-122.66,183
"3675","BUCKHORN2",2,39,5053,38,26,2013,"ORCASL",1027,77.9,35,293,"y",NA,",",44.41,-122.66,183
"3676","BUCKHORN2",2,39,5053,38,26,2014,"ORCASL",1027,NA,57.9,370,"y",NA,"CN1,MLT",44.41,-122.66,183
"3677","BUCKHORN2",2,39,5053,38,26,2015,"ORCASL",1027,NA,76,475,"y",NA,",",44.41,-122.66,183
"3678","BUCKHORN2",2,39,5053,38,26,2016,"ORCASL",1027,NA,98,555,"y",NA,",",44.41,-122.66,183
"3679","BUCKHORN2",2,39,5053,38,26,2017,"ORCASL",1027,NA,NA,NA,"y",NA,",",44.41,-122.66,183
"3680","BUCKHORN2",2,39,5053,38,26,2018,"ORCASL",1027,NA,133,780,"y",NA,",",44.41,-122.66,183
"3681","BUCKHORN2",2,24,5054,21,21,2009,"ORCASL",1027,13,NA,44,"y",NA,"MLT,SPF CHL",44.41,-122.66,183
"3682","BUCKHORN2",2,24,5054,21,21,2010,"ORCASL",1027,18.2,NA,66,"y",NA,",",44.41,-122.66,183
"3683","BUCKHORN2",2,24,5054,21,21,2011,"ORCASL",1027,23.7,NA,109,"y",NA,",",44.41,-122.66,183
"3684","BUCKHORN2",2,24,5054,21,21,2012,"ORCASL",1027,32.2,5.7,156,"y",NA,",",44.41,-122.66,183
"3685","BUCKHORN2",2,24,5054,21,21,2013,"ORCASL",1027,46.1,21.2,227,"y",NA,",",44.41,-122.66,183
"3686","BUCKHORN2",2,24,5054,21,21,2014,"ORCASL",1027,NA,31.2,279,"y",NA,"MLT,",44.41,-122.66,183
"3687","BUCKHORN2",2,24,5054,21,21,2015,"ORCASL",1027,NA,44,344,"y",NA,",CHANGED HT FROM 444 TO 344-DWT",44.41,-122.66,183
"3688","BUCKHORN2",2,24,5054,21,21,2016,"ORCASL",1027,NA,57,418,"y",NA,",HT CHKD  (CHANGED 2015 HT-DWT)",44.41,-122.66,183
"3689","BUCKHORN2",2,24,5054,21,21,2017,"ORCASL",1027,NA,NA,490,"y",NA,",",44.41,-122.66,183
"3690","BUCKHORN2",2,24,5054,21,21,2018,"ORCASL",1027,NA,70,570,"y",NA,",",44.41,-122.66,183
"3691","BUCKHORN2",2,27,5073,27,27,2009,"ORCASL",1027,15.1,NA,64,"y",NA,",",44.41,-122.66,183
"3692","BUCKHORN2",2,27,5073,27,27,2010,"ORCASL",1027,33,NA,112,"y",NA,",",44.41,-122.66,183
"3693","BUCKHORN2",2,27,5073,27,27,2011,"ORCASL",1027,50.8,9.1,180,"y",NA,",",44.41,-122.66,183
"3694","BUCKHORN2",2,27,5073,27,27,2012,"ORCASL",1027,75.9,24.6,289,"y",NA,",HAS CONES",44.41,-122.66,183
"3695","BUCKHORN2",2,27,5073,27,27,2013,"ORCASL",1027,101,48.3,398,"y",NA,"CN2,",44.41,-122.66,183
"3696","BUCKHORN2",2,27,5073,27,27,2014,"ORCASL",1027,NA,68.8,510,"y",NA,"CN1,",44.41,-122.66,183
"3697","BUCKHORN2",2,27,5073,27,27,2015,"ORCASL",1027,NA,90,571,"y",NA,",",44.41,-122.66,183
"3698","BUCKHORN2",2,27,5073,27,27,2016,"ORCASL",1027,NA,112,667,"y",NA,",",44.41,-122.66,183
"3699","BUCKHORN2",2,27,5073,27,27,2017,"ORCASL",1027,NA,NA,790,"y",NA,",",44.41,-122.66,183
"3700","BUCKHORN2",2,27,5073,27,27,2018,"ORCASL",1027,NA,150,920,"y",NA,",",44.41,-122.66,183
"3701","BUCKHORN2",2,24,5163,20,21,2009,"ORCASL",1038,11.8,NA,52,"y",NA,",",44.8,-122.42,312
"3702","BUCKHORN2",2,24,5163,20,21,2010,"ORCASL",1038,27.9,NA,105,"y",NA,",",44.8,-122.42,312
"3703","BUCKHORN2",2,24,5163,20,21,2011,"ORCASL",1038,48.5,8.9,187,"y",NA," CTL         , MLT       ",44.8,-122.42,312
"3704","BUCKHORN2",2,24,5163,20,21,2012,"ORCASL",1038,66,22.2,286,"y",NA,",",44.8,-122.42,312
"3705","BUCKHORN2",2,24,5163,20,21,2013,"ORCASL",1038,87.3,44.4,402,"y",NA,",",44.8,-122.42,312
"3706","BUCKHORN2",2,24,5163,20,21,2014,"ORCASL",1038,NA,64.9,519,"y",NA,"MLT,",44.8,-122.42,312
"3707","BUCKHORN2",2,24,5163,20,21,2015,"ORCASL",1038,NA,83,620,"y",NA,"MLT,",44.8,-122.42,312
"3708","BUCKHORN2",2,24,5163,20,21,2016,"ORCASL",1038,NA,106,738,"y",NA,"MLT   ,",44.8,-122.42,312
"3709","BUCKHORN2",2,24,5163,20,21,2017,"ORCASL",1038,NA,NA,NA,"y",NA,",",44.8,-122.42,312
"3710","BUCKHORN2",2,24,5163,20,21,2018,"ORCASL",1038,NA,141,980,"y",NA,"MLT,",44.8,-122.42,312
"3711","BUCKHORN2",2,7,5174,11,23,2009,"ORCASL",1038,11.5,NA,55,"y",NA,",",44.8,-122.42,312
"3712","BUCKHORN2",2,7,5174,11,23,2010,"ORCASL",1038,24.4,NA,112,"y",NA,",",44.8,-122.42,312
"3713","BUCKHORN2",2,7,5174,11,23,2011,"ORCASL",1038,42.5,9.1,184,"y",NA,",",44.8,-122.42,312
"3714","BUCKHORN2",2,7,5174,11,23,2012,"ORCASL",1038,63,26.5,278,"y",NA,",",44.8,-122.42,312
"3715","BUCKHORN2",2,7,5174,11,23,2013,"ORCASL",1038,90.1,47.3,400,"y",NA,",",44.8,-122.42,312
"3716","BUCKHORN2",2,7,5174,11,23,2014,"ORCASL",1038,NA,69.3,490,"y",NA,",",44.8,-122.42,312
"3717","BUCKHORN2",2,7,5174,11,23,2015,"ORCASL",1038,NA,87,545,"y",NA,",",44.8,-122.42,312
"3718","BUCKHORN2",2,7,5174,11,23,2016,"ORCASL",1038,NA,111,621,"y",NA,"MLT   ,",44.8,-122.42,312
"3719","BUCKHORN2",2,7,5174,11,23,2017,"ORCASL",1038,NA,NA,NA,"y",NA,",",44.8,-122.42,312
"3720","BUCKHORN2",2,7,5174,11,23,2018,"ORCASL",1038,NA,149,760,"y",NA,"MLT,",44.8,-122.42,312
"3721","BUCKHORN2",2,27,5179,27,29,2009,"ORCASL",1038,14.5,NA,61,"y",NA,",",44.8,-122.42,312
"3722","BUCKHORN2",2,27,5179,27,29,2010,"ORCASL",1038,35,NA,105,"y",NA,",",44.8,-122.42,312
"3723","BUCKHORN2",2,27,5179,27,29,2011,"ORCASL",1038,51.3,9.1,176,"y",NA," MLT         ,",44.8,-122.42,312
"3724","BUCKHORN2",2,27,5179,27,29,2012,"ORCASL",1038,76,22.4,266,"y",NA,",",44.8,-122.42,312
"3725","BUCKHORN2",2,27,5179,27,29,2013,"ORCASL",1038,93.3,42.5,364,"y",NA,",",44.8,-122.42,312
"3726","BUCKHORN2",2,27,5179,27,29,2014,"ORCASL",1038,NA,58.3,437,"y",NA,",",44.8,-122.42,312
"3727","BUCKHORN2",2,27,5179,27,29,2015,"ORCASL",1038,NA,79,532,"y",NA,",",44.8,-122.42,312
"3728","BUCKHORN2",2,27,5179,27,29,2016,"ORCASL",1038,NA,103,670,"y",NA,"MLT,",44.8,-122.42,312
"3729","BUCKHORN2",2,27,5179,27,29,2017,"ORCASL",1038,NA,NA,NA,"y",NA,",",44.8,-122.42,312
"3730","BUCKHORN2",2,27,5179,27,29,2018,"ORCASL",1038,NA,138,870,"y",NA,"MLT,",44.8,-122.42,312
"3731","BUCKHORN2",2,39,5186,42,27,2009,"ORCASL",1038,12.3,NA,57,"y",NA,",",44.8,-122.42,312
"3732","BUCKHORN2",2,39,5186,42,27,2010,"ORCASL",1038,32,NA,93,"y",NA,",",44.8,-122.42,312
"3733","BUCKHORN2",2,39,5186,42,27,2011,"ORCASL",1038,47.4,6.2,151,"y",NA,",",44.8,-122.42,312
"3734","BUCKHORN2",2,39,5186,42,27,2012,"ORCASL",1038,74.8,19.9,233,"y",NA,",",44.8,-122.42,312
"3735","BUCKHORN2",2,39,5186,42,27,2013,"ORCASL",1038,94,39,304,"y",NA,",",44.8,-122.42,312
"3736","BUCKHORN2",2,39,5186,42,27,2014,"ORCASL",1038,NA,60,408,"y",NA,",",44.8,-122.42,312
"3737","BUCKHORN2",2,39,5186,42,27,2015,"ORCASL",1038,NA,79,516,"y",NA,",",44.8,-122.42,312
"3738","BUCKHORN2",2,39,5186,42,27,2016,"ORCASL",1038,NA,98,615,"y",NA,",",44.8,-122.42,312
"3739","BUCKHORN2",2,39,5186,42,27,2017,"ORCASL",1038,NA,NA,NA,"y",NA,",",44.8,-122.42,312
"3740","BUCKHORN2",2,39,5186,42,27,2018,"ORCASL",1038,NA,NA,NA,"n",2018,"DDD,",44.8,-122.42,312
"3741","BUCKHORN2",2,24,5202,19,21,2009,"ORCASL",1039,13.2,NA,46,"y",NA,",",44.8,-122.42,313
